,split
5797,test
5798,train
5799,train
5800,train
5801,test
5802,train
5803,val
5804,val
5805,train
5806,train
5807,train
5808,val
5809,train
5810,test
5811,val
5812,test
5813,val
5814,test
5815,train
5816,train
5817,train
5818,test
5819,train
5820,val
5821,test
5822,test
5823,train
5824,train
5825,test
5826,val
5827,train
5828,test
5829,train
5830,test
5831,train
5832,val
5833,test
5834,test
5835,val
5836,train
5837,train
5838,train
5839,val
5840,train
5841,train
5842,train
5843,train
5844,train
5845,train
5846,train
5847,val
5848,train
5849,test
5850,train
5851,train
5852,train
5853,val
5854,val
5855,val
5856,train
5857,train
5858,train
5859,train
5860,train
5861,train
5862,train
5863,train
5864,train
5865,train
5866,test
5867,train
5868,test
5869,test
5870,val
5871,train
5872,test
5873,train
5874,train
5875,train
5876,train
5877,train
5878,train
5879,train
5880,train
5881,train
5882,train
5883,train
5884,val
5885,train
5886,train
5887,train
5888,train
5889,train
5890,train
5891,test
5892,test
5893,test
5894,train
5895,test
5896,train
5897,train
5898,val
5899,train
5900,val
5901,val
5902,train
5903,train
5904,test
5905,train
5906,train
5907,test
5908,train
5909,train
5910,test
5911,val
5912,train
5913,train
5914,train
5915,test
5916,train
5917,test
5918,test
5919,test
5920,train
5921,test
5922,val
5923,train
5924,train
5925,train
5926,train
5927,train
5928,val
5929,train
5930,train
5931,train
5932,train
5933,val
5934,train
5935,train
5936,val
5937,test
5938,test
5939,train
5940,train
5941,val
5942,test
5943,train
5944,val
5945,train
5946,train
5947,train
5948,train
5949,train
5950,train
5951,train
5952,train
5953,train
5954,train
5955,val
5956,val
5957,train
5958,val
5959,val
5960,train
5961,train
5962,val
5963,train
5964,train
5965,train
5966,train
5967,val
5968,val
5969,train
5970,val
5971,train
5972,train
5973,train
5974,train
5975,train
5976,train
5977,train
5978,train
5979,val
5980,train
5981,train
5982,train
5983,train
5984,val
5985,train
5986,train
5987,train
5988,train
5989,train
5990,train
5991,train
5992,test
5993,train
5994,train
5995,train
5996,train
5997,train
5998,test
5999,train
6000,train
6001,train
6002,val
6003,test
6004,train
6005,test
6006,train
6007,val
6008,train
6009,train
6010,test
6011,val
6012,train
6013,val
6014,train
6015,test
6016,val
6017,train
6018,test
6019,train
6020,train
6021,val
6022,test
6023,val
6024,test
6025,train
6026,train
6027,val
6028,test
6029,train
6030,train
6031,train
6032,test
6033,train
6034,train
6035,train
6036,train
6037,train
6038,train
6039,train
6040,train
6041,train
6042,test
6043,train
6044,train
6045,train
6046,train
6047,val
6048,train
6049,train
6050,train
6051,val
6052,train
6053,train
6054,train
6055,val
6056,train
6057,train
6058,train
6059,train
6060,train
6061,train
6062,train
6063,train
6064,train
6065,train
6066,val
6067,train
6068,train
6069,train
6070,train
6071,train
6072,train
6073,train
6074,train
6075,train
6076,val
6077,train
6078,train
6079,train
6080,train
6081,train
6082,train
6083,test
6084,test
6085,train
6086,val
6087,train
6088,train
6089,train
6090,train
6091,train
6092,train
6093,train
6094,train
6095,train
6096,train
6097,val
6098,train
6099,train
6100,test
6101,train
6102,train
6103,train
6104,test
6105,train
6106,val
6107,train
6108,train
6109,val
6110,train
6111,train
6112,train
6113,train
6114,train
6115,val
6116,train
6117,val
6118,train
6119,train
6120,train
6121,val
6122,train
6123,train
6124,train
6125,train
6126,test
6127,train
6128,train
6129,train
6130,test
6131,val
6132,train
6133,test
6134,train
6135,val
6136,train
6137,train
6138,train
6139,val
6140,train
6141,val
6142,train
6143,train
6144,val
6145,val
6146,train
6147,train
6148,train
6149,train
6150,test
6151,train
6152,train
6153,test
6154,test
6155,train
6156,train
6157,test
6158,train
6159,train
6160,train
6161,train
6162,train
6163,train
6164,train
6165,train
6166,train
6167,test
6168,test
6169,train
6170,train
6171,train
6172,train
6173,val
6174,train
6175,test
6176,train
6177,test
6178,val
6179,train
6180,train
6181,val
6182,test
6183,val
6184,train
6185,train
6186,train
6187,train
6188,val
6189,train
6190,train
6191,val
6192,train
6193,train
6194,train
6195,train
6196,train
6197,val
6198,train
6199,train
6200,train
6201,train
6202,train
6203,train
6204,test
6205,train
6206,test
6207,train
6208,train
6209,train
6210,train
6211,test
6212,train
6213,val
6214,test
6215,train
6216,test
6217,test
6218,val
6219,train
6220,test
6221,test
6222,test
6223,train
6224,train
6225,test
6226,train
6227,train
6228,val
6229,train
6230,train
6231,train
6232,test
6233,test
6234,train
6235,train
6236,train
6237,train
6238,test
6239,train
6240,train
6241,train
6242,train
6243,val
6244,train
6245,train
6246,val
6247,train
6248,train
6249,val
6250,train
6251,train
6252,train
6253,train
6254,train
6255,test
6256,train
6257,train
6258,train
6259,train
6260,val
6261,val
6262,train
6263,train
6264,train
6265,val
6266,train
6267,train
6268,test
6269,test
6270,train
6271,train
6272,train
6273,train
6274,train
6275,train
6276,train
6277,train
6278,test
6279,test
6280,train
6281,test
6282,train
6283,test
6284,test
6285,val
6286,train
6287,train
6288,test
6289,train
6290,val
6291,train
6292,test
6293,test
6294,train
6295,train
6296,test
6297,train
6298,train
6299,train
6300,test
6301,test
6302,train
6303,val
6304,train
6305,train
6306,val
6307,train
6308,test
6309,train
6310,val
6311,train
6312,train
6313,train
6314,train
6315,train
6316,test
6317,train
6318,val
6319,train
6320,train
6321,val
6322,val
6323,train
6324,train
6325,train
6326,train
6327,train
6328,test
6329,train
6330,train
6331,train
6332,train
6333,train
6334,train
6335,test
6336,train
6337,train
6338,train
6339,train
6340,train
6341,train
6342,train
6343,train
6344,train
6345,train
6346,test
6347,train
6348,train
6349,test
6350,train
6351,train
6352,train
6353,train
6354,test
6355,train
6356,train
6357,val
6358,train
6359,test
6360,train
6361,val
6362,test
6363,train
6364,train
6365,train
6366,train
6367,test
6368,train
6369,val
6370,train
6371,train
6372,train
6373,train
6374,train
6375,val
6376,test
6377,val
6378,train
6379,train
6380,test
6381,test
6382,train
6383,train
6384,train
6385,train
6386,train
6387,train
6388,val
6389,train
6390,train
6391,train
6392,val
6393,train
6394,test
6395,train
6396,val
6397,train
6398,train
6399,train
6400,test
6401,train
6402,train
6403,train
6404,val
6405,test
6406,train
6407,train
6408,train
6409,val
6410,train
6411,train
6412,train
6413,train
6414,train
6415,train
6416,train
6417,val
6418,train
6419,train
6420,train
6421,train
6422,train
6423,train
6424,val
6425,val
6426,train
6427,train
6428,train
6429,train
6430,train
6431,test
6432,train
6433,test
6434,train
6435,train
6436,train
6437,train
6438,train
6439,train
6440,train
6441,train
6442,train
6443,train
6444,train
6445,test
6446,test
6447,train
6448,val
6449,test
6450,val
6451,train
6452,test
6453,val
6454,train
6455,train
6456,train
6457,train
6458,test
6459,train
6460,train
6461,train
6462,train
6463,train
6464,test
6465,test
6466,train
6467,train
6468,train
6469,train
6470,train
6471,val
6472,train
6473,train
6474,val
6475,train
6476,train
6477,train
6478,train
6479,train
6480,train
6481,train
6482,train
6483,test
6484,train
6485,train
6486,train
6487,train
6488,test
6489,train
6490,val
6491,train
6492,test
6493,train
6494,train
6495,train
6496,train
6497,test
6498,train
6499,train
6500,train
6501,train
6502,train
6503,train
6504,train
6505,train
6506,train
6507,train
6508,test
6509,train
6510,test
6511,train
6512,train
6513,test
6514,train
6515,train
6516,train
6517,train
6518,train
6519,train
6520,train
6521,val
6522,train
6523,train
6524,train
6525,train
6526,train
6527,train
6528,val
6529,train
6530,train
6531,val
6532,train
6533,test
6534,val
6535,train
6536,train
6537,test
6538,train
6539,train
6540,train
6541,train
6542,train
6543,train
6544,val
6545,train
6546,train
6547,val
6548,train
6549,train
6550,train
6551,val
6552,train
6553,train
6554,test
6555,train
6556,test
6557,train
6558,train
6559,train
6560,train
6561,train
6562,train
6563,train
6564,test
6565,train
6566,train
6567,train
6568,train
6569,train
6570,train
6571,train
6572,train
6573,train
6574,train
6575,train
6576,test
6577,test
6578,test
6579,train
6580,train
6581,test
6582,train
6583,train
6584,train
6585,train
6586,train
6587,train
6588,val
6589,train
6590,train
6591,train
6592,train
6593,train
6594,train
6595,train
6596,train
6597,val
6598,train
6599,train
6600,val
6601,train
6602,test
6603,train
6604,train
6605,train
6606,train
6607,train
6608,train
6609,train
6610,test
6611,test
6612,train
6613,train
6614,test
6615,val
6616,train
6617,val
6618,train
6619,train
6620,train
6621,train
6622,train
6623,train
6624,train
6625,train
6626,val
6627,train
6628,train
6629,val
6630,train
6631,train
6632,train
6633,train
6634,train
6635,val
6636,test
6637,train
6638,train
6639,train
6640,train
6641,test
6642,test
6643,val
6644,train
6645,train
6646,train
6647,train
6648,test
6649,train
6650,train
6651,train
6652,test
6653,train
6654,test
6655,train
6656,val
6657,train
6658,train
6659,test
6660,train
6661,train
6662,test
6663,test
6664,train
6665,test
6666,val
6667,val
6668,train
6669,test
6670,train
6671,train
6672,train
6673,train
6674,train
6675,val
6676,test
6677,train
6678,train
6679,train
6680,train
6681,train
6682,train
6683,train
6684,train
6685,train
6686,train
6687,test
6688,test
6689,train
6690,test
6691,train
6692,train
6693,train
6694,train
6695,train
6696,test
6697,train
6698,train
6699,train
6700,train
6701,train
6702,train
6703,train
6704,train
6705,train
6706,train
6707,train
6708,train
6709,train
6710,test
6711,test
6712,val
6713,val
6714,train
6715,train
6716,train
6717,val
6718,train
6719,test
6720,train
6721,train
6722,train
6723,train
6724,train
6725,val
6726,test
6727,train
6728,test
6729,train
6730,train
6731,val
6732,train
6733,train
6734,test
6735,test
6736,train
6737,train
6738,train
6739,test
6740,train
6741,train
6742,train
6743,val
6744,train
6745,train
6746,train
6747,test
6748,val
6749,val
6750,train
6751,train
6752,train
6753,test
6754,train
6755,test
6756,val
6757,train
6758,train
6759,train
6760,train
6761,train
6762,train
6763,train
6764,val
6765,test
6766,train
6767,train
6768,val
6769,val
6770,test
6771,train
6772,val
6773,val
6774,train
6775,train
6776,train
6777,train
6778,test
6779,train
6780,train
6781,val
6782,train
6783,train
6784,train
6785,train
6786,train
6787,train
6788,train
6789,test
6790,train
6791,train
6792,val
6793,train
6794,train
6795,train
6796,train
6797,test
6798,test
6799,train
6800,train
6801,train
6802,train
6803,val
6804,val
6805,train
6806,train
6807,test
6808,train
6809,test
6810,train
6811,train
6812,train
6813,train
6814,test
6815,val
6816,train
6817,train
6818,train
6819,test
6820,val
6821,train
6822,train
6823,test
6824,test
6825,val
6826,train
6827,train
6828,train
6829,train
6830,test
6831,train
6832,test
6833,val
6834,test
6835,val
6836,test
6837,val
6838,val
6839,train
6840,train
6841,train
6842,train
6843,train
6844,train
6845,train
6846,test
6847,train
6848,train
6849,train
6850,train
6851,test
6852,train
6853,test
6854,train
6855,train
6856,train
6857,train
6858,val
6859,train
6860,train
6861,train
6862,train
6863,train
6864,train
6865,test
6866,val
6867,val
6868,train
6869,test
6870,train
6871,train
6872,val
6873,train
6874,train
6875,train
6876,train
6877,test
6878,train
6879,train
6880,val
6881,train
6882,train
6883,train
6884,train
6885,train
6886,train
6887,train
6888,test
6889,val
6890,train
6891,test
6892,train
6893,train
6894,train
6895,train
6896,train
6897,train
6898,train
6899,train
6900,train
6901,train
6902,test
6903,train
6904,train
6905,test
6906,train
6907,train
6908,train
6909,train
6910,train
6911,test
6912,test
6913,train
6914,val
6915,train
6916,train
6917,train
6918,train
6919,train
6920,test
6921,train
6922,train
6923,train
6924,train
6925,train
6926,train
6927,val
6928,test
6929,train
6930,val
6931,train
6932,train
6933,train
6934,train
6935,val
6936,train
6937,train
6938,test
6939,test
6940,train
6941,train
6942,test
6943,train
6944,train
6945,train
6946,train
6947,train
6948,val
6949,train
6950,train
6951,train
6952,train
6953,val
6954,train
6955,train
6956,val
6957,train
6958,train
6959,train
6960,train
6961,train
6962,val
6963,train
6964,train
6965,train
6966,val
6967,train
6968,train
6969,train
6970,train
6971,val
6972,val
6973,train
6974,train
6975,train
6976,train
6977,train
6978,train
6979,train
6980,train
6981,train
6982,test
6983,test
6984,train
6985,train
6986,train
6987,train
6988,train
6989,train
6990,test
6991,val
6992,val
6993,val
6994,train
6995,test
6996,train
6997,train
6998,test
6999,train
7000,val
7001,train
7002,val
7003,train
7004,train
7005,train
7006,train
7007,test
7008,train
7009,train
7010,val
7011,train
7012,test
7013,val
7014,train
7015,train
7016,train
7017,test
7018,train
7019,train
7020,train
7021,val
7022,train
7023,train
7024,train
7025,train
7026,test
7027,test
7028,val
7029,train
7030,test
7031,val
7032,train
7033,train
7034,train
7035,train
7036,train
7037,train
7038,train
7039,val
7040,train
7041,train
7042,val
7043,train
7044,train
7045,val
7046,train
7047,train
7048,train
7049,train
7050,test
7051,train
7052,train
7053,test
7054,val
7055,val
7056,train
7057,train
7058,train
7059,train
7060,train
7061,train
7062,val
7063,train
7064,test
7065,train
7066,test
7067,val
7068,train
7069,test
7070,train
7071,train
7072,train
7073,val
7074,test
7075,train
7076,train
7077,train
7078,train
7079,train
7080,val
7081,val
7082,train
7083,train
7084,train
7085,val
7086,train
7087,val
7088,train
7089,train
7090,train
7091,train
7092,train
7093,test
7094,train
7095,train
7096,train
7097,train
7098,test
7099,train
7100,train
7101,train
7102,test
7103,train
7104,val
7105,train
7106,train
7107,train
7108,train
7109,val
7110,train
7111,val
7112,test
7113,train
7114,test
7115,train
7116,train
7117,train
7118,train
7119,train
7120,train
7121,train
7122,val
7123,val
7124,test
7125,test
7126,train
7127,train
7128,train
7129,train
7130,test
7131,val
7132,train
7133,train
7134,train
7135,train
7136,test
7137,test
7138,test
7139,train
7140,train
7141,test
7142,train
7143,train
7144,test
7145,train
7146,train
7147,val
7148,train
7149,train
7150,train
7151,train
7152,train
7153,train
7154,test
7155,train
7156,train
7157,val
7158,train
7159,val
7160,train
7161,train
7162,train
7163,train
7164,train
7165,train
7166,train
7167,test
7168,train
7169,train
7170,train
7171,train
7172,train
7173,test
7174,val
7175,train
7176,train
7177,train
7178,train
7179,train
7180,test
7181,train
7182,val
7183,train
7184,train
7185,train
7186,train
7187,train
7188,train
7189,train
7190,train
7191,train
7192,train
7193,train
7194,val
7195,train
7196,train
7197,val
7198,train
7199,train
7200,train
7201,train
7202,train
7203,train
7204,train
7205,test
7206,test
7207,train
7208,val
7209,train
7210,train
7211,train
7212,test
7213,train
7214,val
7215,train
7216,val
7217,val
7218,val
7219,train
7220,train
7221,train
7222,train
7223,train
7224,val
7225,train
7226,train
7227,train
7228,test
7229,val
7230,train
7231,train
7232,train
7233,val
7234,test
7235,train
7236,train
7237,val
7238,train
7239,test
7240,train
7241,train
7242,test
7243,val
7244,train
7245,train
7246,train
7247,val
7248,train
7249,val
7250,train
7251,test
7252,train
7253,train
7254,train
7255,test
7256,train
7257,train
7258,test
7259,train
7260,train
7261,train
7262,val
7263,train
7264,train
7265,train
7266,train
7267,train
7268,train
7269,train
7270,train
7271,train
7272,test
7273,val
7274,train
7275,train
7276,train
7277,train
7278,train
7279,train
7280,train
7281,test
7282,train
7283,train
7284,train
7285,train
7286,train
7287,train
7288,train
7289,test
7290,val
7291,val
7292,train
7293,train
7294,train
7295,train
7296,train
7297,val
7298,train
7299,val
7300,test
7301,train
7302,val
7303,train
7304,train
7305,test
7306,val
7307,train
7308,train
7309,train
7310,test
7311,train
7312,train
7313,val
7314,val
7315,train
7316,train
7317,train
7318,train
7319,train
7320,train
7321,train
7322,train
7323,train
7324,train
7325,val
7326,train
7327,val
7328,val
7329,train
7330,train
7331,train
7332,train
7333,val
7334,train
7335,train
7336,val
7337,train
7338,train
7339,train
7340,train
7341,train
7342,train
7343,test
7344,train
7345,test
7346,train
7347,train
7348,val
7349,test
7350,train
7351,train
7352,train
7353,train
7354,train
7355,train
7356,val
7357,train
7358,test
7359,test
7360,train
7361,train
7362,train
7363,val
7364,train
7365,train
7366,train
7367,test
7368,train
7369,train
7370,train
7371,test
7372,train
7373,train
7374,train
7375,test
7376,train
7377,train
7378,train
7379,val
7380,train
7381,train
7382,train
7383,train
7384,test
7385,train
7386,train
7387,train
7388,train
7389,train
7390,train
7391,val
7392,train
7393,val
7394,train
7395,val
7396,test
7397,val
7398,train
7399,train
7400,train
7401,val
7402,train
7403,train
7404,train
7405,test
7406,train
7407,train
7408,train
7409,train
7410,train
7411,train
7412,train
7413,train
7414,test
7415,train
7416,train
7417,val
7418,train
7419,test
7420,train
7421,train
7422,test
7423,train
7424,train
7425,train
7426,train
7427,test
7428,train
7429,val
7430,train
7431,train
7432,train
7433,train
7434,test
7435,test
7436,train
7437,train
7438,train
7439,train
7440,train
7441,test
7442,train
7443,train
7444,train
7445,train
7446,train
7447,test
7448,train
7449,test
7450,train
7451,train
7452,val
7453,train
7454,train
7455,train
7456,train
7457,val
7458,train
7459,train
7460,test
7461,test
7462,test
7463,train
7464,train
7465,train
7466,test
7467,val
7468,train
7469,train
7470,train
7471,train
7472,train
7473,train
7474,train
7475,train
7476,train
7477,train
7478,val
7479,train
7480,train
7481,train
7482,test
7483,train
7484,train
7485,val
7486,train
7487,val
7488,train
7489,train
7490,train
7491,test
7492,test
7493,train
7494,train
7495,train
7496,train
7497,val
7498,train
7499,test
7500,train
7501,train
7502,train
7503,train
7504,test
7505,val
7506,train
7507,train
7508,train
7509,train
7510,train
7511,test
7512,train
7513,val
7514,train
7515,train
7516,test
7517,train
7518,train
7519,train
7520,test
7521,train
7522,train
7523,train
7524,test
7525,test
7526,train
7527,train
7528,train
7529,val
7530,val
7531,test
7532,train
7533,train
7534,val
7535,val
7536,train
7537,val
7538,train
7539,test
7540,train
7541,train
7542,train
7543,train
7544,train
7545,train
7546,train
7547,train
7548,train
7549,val
7550,train
7551,val
7552,train
7553,test
7554,train
7555,val
7556,val
7557,train
7558,train
7559,train
7560,test
7561,test
7562,train
7563,train
7564,val
7565,test
7566,val
7567,test
7568,val
7569,val
7570,test
7571,train
7572,train
7573,train
7574,train
7575,test
7576,train
7577,train
7578,val
7579,train
7580,test
7581,train
7582,train
7583,train
7584,train
7585,train
7586,train
7587,train
7588,test
7589,test
7590,train
7591,train
7592,val
7593,train
7594,train
7595,train
7596,train
7597,train
7598,train
7599,test
7600,test
7601,train
7602,val
7603,train
7604,train
7605,train
7606,test
7607,train
7608,train
7609,train
7610,val
7611,val
7612,train
7613,train
7614,train
7615,train
7616,train
7617,train
7618,train
7619,train
7620,test
7621,train
7622,train
7623,train
7624,train
7625,val
7626,train
7627,test
7628,test
7629,train
7630,train
7631,train
7632,test
7633,train
7634,train
7635,train
7636,val
7637,test
7638,test
7639,train
7640,train
7641,train
7642,test
7643,test
7644,test
7645,train
7646,test
7647,train
7648,val
7649,train
7650,train
7651,train
7652,train
7653,train
7654,val
7655,train
7656,train
7657,test
7658,test
7659,train
7660,test
7661,train
7662,train
7663,test
7664,train
7665,train
7666,test
7667,test
7668,train
7669,train
7670,train
7671,train
7672,train
7673,val
7674,val
7675,train
7676,train
7677,test
7678,train
7679,train
7680,val
7681,train
7682,train
7683,train
7684,train
7685,train
7686,test
7687,train
7688,train
7689,train
7690,train
7691,train
7692,train
7693,train
7694,train
7695,train
7696,val
7697,train
7698,val
7699,train
7700,train
7701,val
7702,train
7703,train
7704,train
7705,train
7706,test
7707,test
7708,train
7709,train
7710,train
7711,train
7712,train
7713,val
7714,val
7715,train
7716,train
7717,train
7718,train
7719,test
7720,val
7721,test
7722,train
7723,test
7724,train
7725,train
7726,train
7727,train
7728,train
7729,train
7730,train
7731,train
7732,test
7733,train
7734,train
7735,train
7736,train
7737,train
7738,train
7739,train
7740,train
7741,train
7742,train
7743,train
7744,train
7745,train
7746,train
7747,train
7748,train
7749,train
7750,train
7751,test
7752,train
7753,train
7754,train
7755,train
7756,train
7757,train
7758,test
7759,train
7760,train
7761,train
7762,train
7763,val
7764,train
7765,train
7766,train
7767,train
7768,train
7769,test
7770,test
7771,test
7772,train
7773,train
7774,train
7775,val
7776,train
7777,train
7778,train
7779,train
7780,val
7781,train
7782,test
7783,train
7784,val
7785,train
7786,test
7787,train
7788,train
7789,val
7790,test
7791,train
7792,val
7793,train
7794,train
7795,val
7796,train
7797,train
7798,train
7799,train
7800,train
7801,train
7802,train
7803,val
7804,train
7805,train
7806,val
7807,val
7808,train
7809,train
7810,train
7811,val
7812,train
7813,train
7814,train
7815,train
7816,train
7817,train
7818,train
7819,train
7820,train
7821,train
7822,val
7823,train
7824,train
7825,train
7826,train
7827,train
7828,train
7829,train
7830,test
7831,train
7832,train
7833,test
7834,val
7835,val
7836,test
7837,test
7838,train
7839,test
7840,train
7841,train
7842,val
7843,test
7844,val
7845,train
7846,train
7847,train
7848,train
7849,train
7850,val
7851,test
7852,train
7853,train
7854,train
7855,train
7856,val
7857,train
7858,train
7859,train
7860,val
7861,train
7862,train
7863,train
7864,train
7865,train
7866,train
7867,train
7868,train
7869,train
7870,train
7871,val
7872,train
7873,test
7874,val
7875,train
7876,train
7877,val
7878,train
7879,train
7880,train
7881,train
7882,train
7883,test
7884,val
7885,test
7886,train
7887,train
7888,train
7889,train
7890,val
7891,train
7892,val
7893,train
7894,train
7895,train
7896,train
7897,test
7898,test
7899,test
7900,val
7901,train
7902,test
7903,train
7904,train
7905,train
7906,train
7907,train
7908,test
7909,train
7910,train
7911,test
7912,train
7913,train
7914,val
7915,train
7916,train
7917,test
7918,test
7919,train
7920,test
7921,train
7922,train
7923,train
7924,train
7925,train
7926,train
7927,train
7928,test
7929,test
7930,train
7931,train
7932,train
7933,val
7934,train
7935,train
7936,train
7937,train
7938,val
7939,test
7940,val
7941,train
7942,val
7943,train
7944,train
7945,train
7946,train
7947,test
7948,train
7949,test
7950,train
7951,val
7952,train
7953,train
7954,val
7955,test
7956,train
7957,train
7958,val
7959,train
7960,train
7961,test
7962,val
7963,train
7964,train
7965,test
7966,train
7967,val
7968,train
7969,test
7970,train
7971,train
7972,train
7973,train
7974,train
7975,test
7976,train
7977,train
7978,train
7979,train
7980,train
7981,train
7982,train
7983,train
7984,train
7985,test
7986,val
7987,train
7988,train
7989,val
7990,test
7991,train
7992,train
7993,train
7994,test
7995,val
7996,train
7997,train
7998,test
7999,train
8000,train
8001,train
8002,train
8003,val
8004,train
8005,train
8006,train
8007,train
8008,train
8009,train
8010,train
8011,train
8012,val
8013,val
8014,train
8015,train
8016,val
8017,train
8018,train
8019,train
8020,train
8021,test
8022,train
8023,train
8024,test
8025,test
8026,train
8027,train
8028,test
8029,train
8030,train
8031,train
8032,train
8033,train
8034,train
8035,train
8036,train
8037,val
8038,train
8039,train
8040,train
8041,val
8042,train
8043,train
8044,train
8045,train
8046,train
8047,val
8048,train
8049,train
8050,train
8051,train
8052,val
8053,val
8054,train
8055,train
8056,train
8057,train
8058,train
8059,train
8060,train
8061,test
8062,train
8063,train
8064,val
8065,train
8066,train
8067,train
8068,test
8069,test
8070,train
8071,train
8072,train
8073,train
8074,train
8075,train
8076,train
8077,test
8078,train
8079,val
8080,test
8081,train
8082,train
8083,train
8084,train
8085,train
8086,train
8087,train
8088,train
8089,val
8090,train
8091,train
8092,test
8093,train
8094,test
8095,train
8096,train
8097,val
8098,train
8099,val
8100,test
8101,train
8102,val
8103,val
8104,train
8105,val
8106,test
8107,train
8108,train
8109,train
8110,train
8111,test
8112,train
8113,train
8114,train
8115,train
8116,train
8117,train
8118,val
8119,train
8120,train
8121,test
8122,test
8123,train
8124,train
8125,train
8126,train
8127,test
8128,train
8129,train
8130,train
8131,train
8132,train
8133,train
8134,train
8135,train
8136,train
8137,train
8138,train
8139,train
8140,val
8141,val
8142,train
8143,train
8144,train
8145,train
8146,train
8147,test
8148,train
8149,train
8150,train
8151,train
8152,val
8153,train
8154,test
8155,train
8156,test
8157,train
8158,train
8159,train
8160,test
8161,test
8162,test
8163,val
8164,val
8165,test
8166,train
8167,train
8168,train
8169,test
8170,train
8171,train
8172,train
8173,test
8174,train
8175,train
8176,train
8177,train
8178,train
8179,test
8180,val
8181,val
8182,test
8183,train
8184,train
8185,train
8186,train
8187,train
8188,val
8189,train
8190,train
8191,train
8192,train
8193,train
8194,train
8195,train
8196,test
8197,train
8198,test
8199,train
8200,test
8201,train
8202,train
8203,train
8204,train
8205,train
8206,val
8207,train
8208,val
8209,train
8210,train
8211,train
8212,train
8213,train
8214,test
8215,train
8216,train
8217,train
8218,train
8219,test
8220,train
8221,val
8222,train
8223,train
8224,train
8225,train
8226,train
8227,train
8228,train
8229,train
8230,test
8231,train
8232,test
8233,test
8234,train
8235,train
8236,test
8237,train
8238,test
8239,train
8240,train
8241,train
8242,train
8243,train
8244,train
8245,train
8246,train
8247,train
8248,test
8249,train
8250,train
8251,train
8252,train
8253,train
8254,train
8255,train
8256,train
8257,train
8258,train
8259,test
8260,test
8261,train
8262,test
8263,test
8264,val
8265,train
8266,val
8267,train
8268,train
8269,train
8270,val
8271,train
8272,test
8273,train
8274,train
8275,train
8276,test
8277,train
8278,train
8279,train
8280,train
8281,train
8282,train
8283,train
8284,val
8285,val
8286,train
8287,train
8288,train
8289,val
8290,val
8291,test
8292,train
8293,test
8294,train
8295,train
8296,train
8297,train
8298,train
8299,val
8300,train
8301,train
8302,train
8303,train
8304,train
8305,train
8306,train
8307,test
8308,val
8309,train
8310,val
8311,train
8312,train
8313,train
8314,test
8315,train
8316,train
8317,train
8318,train
8319,train
8320,train
8321,train
8322,train
8323,test
8324,train
8325,val
8326,train
8327,val
8328,val
8329,train
8330,test
8331,train
8332,train
8333,train
8334,train
8335,test
8336,train
8337,train
8338,train
8339,train
8340,train
8341,train
8342,train
8343,val
8344,train
8345,train
8346,train
8347,val
8348,train
8349,val
8350,train
8351,train
8352,train
8353,train
8354,val
8355,val
8356,train
8357,test
8358,val
8359,train
8360,train
8361,test
8362,test
8363,train
8364,train
8365,val
8366,train
8367,test
8368,train
8369,train
8370,train
8371,train
8372,train
8373,test
8374,train
8375,val
8376,train
8377,train
8378,train
8379,train
8380,train
8381,train
8382,test
8383,val
8384,val
8385,test
8386,test
8387,test
8388,train
8389,test
8390,train
8391,train
8392,train
8393,train
8394,train
8395,train
8396,train
8397,train
8398,train
8399,train
8400,train
8401,train
8402,train
8403,train
8404,test
8405,train
8406,train
8407,test
8408,train
8409,test
8410,val
8411,train
8412,train
8413,train
8414,train
8415,train
8416,val
8417,train
8418,train
8419,train
8420,val
8421,val
8422,val
8423,train
8424,train
8425,test
8426,train
8427,train
8428,train
8429,train
8430,val
8431,train
8432,val
8433,train
8434,train
8435,train
8436,train
8437,train
8438,val
8439,train
8440,train
8441,test
8442,train
8443,train
8444,test
8445,train
8446,val
8447,val
8448,train
8449,train
8450,train
8451,train
8452,train
8453,train
8454,train
8455,train
8456,train
8457,train
8458,train
8459,test
8460,train
8461,train
8462,train
8463,train
8464,train
8465,val
8466,train
8467,train
8468,train
8469,train
8470,train
8471,train
8472,val
8473,train
8474,test
8475,train
8476,train
8477,train
8478,train
8479,train
8480,train
8481,test
8482,val
8483,train
8484,val
8485,train
8486,val
8487,val
8488,train
8489,train
8490,train
8491,train
8492,train
8493,test
8494,train
8495,test
8496,train
8497,train
8498,train
8499,train
8500,train
8501,train
8502,train
8503,test
8504,train
8505,train
8506,val
8507,val
8508,train
8509,train
8510,train
8511,val
8512,train
8513,train
8514,train
8515,val
8516,train
8517,train
8518,train
8519,val
8520,train
8521,train
8522,test
8523,train
8524,train
8525,train
8526,val
8527,test
8528,train
8529,train
8530,train
8531,train
8532,train
8533,train
8534,train
8535,train
8536,train
8537,val
8538,train
8539,train
8540,train
8541,train
8542,train
8543,train
8544,train
8545,test
8546,train
8547,train
8548,test
8549,train
8550,val
8551,train
8552,test
8553,train
8554,train
8555,test
8556,train
8557,train
8558,train
8559,train
8560,test
8561,test
8562,train
8563,train
8564,val
8565,train
8566,test
8567,train
8568,train
8569,train
8570,train
8571,train
8572,train
8573,val
8574,train
8575,val
8576,val
8577,train
8578,train
8579,train
8580,test
8581,train
8582,train
8583,test
8584,train
8585,val
8586,train
8587,train
8588,train
8589,train
8590,val
8591,train
8592,train
8593,train
8594,val
8595,train
